file,line,category,import_base,is_test,is_module_scope,intent,code
conftest.py,50,attribute_reassignment_on_import,faulthandler,False,True,override third-party behavior,    _faulthandler = None  # type: ignore
conftest.py,389,sys_modules_assignment,sys,False,True,module injection/aliasing,"            sys.modules[ALIAS_NAME] = sys.modules.get(""agents"")"
conftest.py,844,attribute_reassignment_on_import,_pytest,False,True,override third-party behavior,    PytestRemovedIn9Warning = None  # type: ignore
tests/api/test_ws_ui_scaffold.py,12,global_env_mutation,os,True,True,unspecified monkey patch,"os.environ[""ENABLE_UI_WS""] = ""1""  # ensure flag set before app import"
tests/api/test_events_ws.py,8,global_env_mutation,os,True,True,unspecified monkey patch,"os.environ[""ENABLE_EVENTS""] = ""1"""
tests/api/test_events_sse.py,15,global_env_mutation,os,True,True,unspecified monkey patch,"os.environ[""ENABLE_EVENTS""] = ""1"""
tests/api/test_events_sse.py,17,global_env_mutation,os,True,True,unspecified monkey patch,"os.environ[""EVENTS_SSE_HEARTBEAT_SEC""] = ""0.2"""
tests/api/test_events_sse.py,18,global_env_mutation,os,True,True,unspecified monkey patch,"os.environ[""DISABLE_API_AUTH""] = ""1"""
tests/api/test_events_sse.py,19,global_env_mutation,os,True,True,unspecified monkey patch,"os.environ[""ENABLE_EVENTS_ONESHOT""] = ""1"""
api/mission_api.py,29,attribute_reassignment_on_import,api,False,True,override third-party behavior,    health_summary = None  # type: ignore
api/deps.py,37,attribute_reassignment_on_import,api_cache_shared,False,True,override third-party behavior,    _METRICS_AUTH_FAIL_TOTAL = 0
api/cache_impl.py,63,attribute_reassignment_on_import,api,False,True,override third-party behavior,    _reg_register = None  # type: ignore[assignment]
api/cache_impl.py,64,attribute_reassignment_on_import,api,False,True,override third-party behavior,    _reg_set_serving = None  # type: ignore[assignment]
api/cache_impl.py,65,attribute_reassignment_on_import,api,False,True,override third-party behavior,    _reg_get_serving_for_app = None  # type: ignore[assignment]
api/cache_impl.py,66,attribute_reassignment_on_import,api,False,True,override third-party behavior,    _reg_iter_stack_for = None  # type: ignore[assignment]
api/cache_impl.py,144,attribute_reassignment_on_import,api,False,True,override third-party behavior,"    _NEGATIVE_PATHS_SHARED = set(filter(None, os.getenv(""CACHE_NEGATIVE_PATHS"", """").split("","")))"
api/cache_impl.py,154,attribute_reassignment_on_import,api,False,True,override third-party behavior,    _global_get_lock = None  # type: ignore[assignment]
api/cache_impl.py,226,attribute_reassignment_on_import,api,False,True,override third-party behavior,    _is_sse_resp = None  # type: ignore[assignment]
api/cache_impl.py,227,attribute_reassignment_on_import,api,False,True,override third-party behavior,    _mark_sse = None  # type: ignore[assignment]
api/cache_impl.py,233,attribute_reassignment_on_import,api,False,True,override third-party behavior,    _should_bypass_central = None  # type: ignore[assignment]
api/cache_impl.py,239,attribute_reassignment_on_import,api,False,True,override third-party behavior,    _kb_build_key = None  # type: ignore[assignment]
api/cache_impl.py,246,attribute_reassignment_on_import,api_cache_shared,False,True,override third-party behavior,"    _INVALIDATION_TOKENS_SHARED: dict[str, float] = {}"
api/cache_impl.py,252,attribute_reassignment_on_import,api_cache_shared,False,True,override third-party behavior,"    _CACHE_BYPASS_COUNTS: dict[str, int] = {}"
api/cache_impl.py,258,attribute_reassignment_on_import,api_cache_shared,False,True,override third-party behavior,    _cache_shared = _CacheShared()  # type: ignore
api/routers/events.py,24,attribute_reassignment_on_import,api_cache_shared,False,True,override third-party behavior,    _cache_shared = None  # type: ignore
api/routers/events.py,29,attribute_reassignment_on_import,api,False,True,override third-party behavior,    _inc_sse_bypass = None  # type: ignore
api/routers/ui.py,73,attribute_reassignment_on_import,api_cache_shared,False,True,override third-party behavior,    _UI_ETAG_304_TOTAL = 0
api/utils/http_cache.py,24,attribute_reassignment_on_import,fastapi,False,True,override third-party behavior,    Request = Any
api/cache/invalidation.py,22,attribute_reassignment_on_import,api_cache_shared,False,True,override third-party behavior,"    _TOKENS: dict[str, float] = {}"
api/cache/invalidation.py,107,attribute_reassignment_on_import,api_cache_shared,False,True,override third-party behavior,    _NEGATIVE_PATHS_SHARED: set[str] = set(
.repo_studios/faulthandler.py,93,attribute_reassignment_on_import,fcntl,False,True,override third-party behavior,      _fcntl = None  # type: ignore
.repo_studios/dep_hygiene_report.py,24,attribute_reassignment_on_import,tomllib,False,True,override third-party behavior,    tomllib = None  # type: ignore
agents/core/classic_endpoints.py,45,attribute_reassignment_on_import,psutil,False,True,override third-party behavior,    psutil = _Ps()  # type: ignore
agents/core/jarvis_api.py,107,attribute_reassignment_on_import,psutil,False,True,override third-party behavior,    psutil = _Ps()  # type: ignore
agents/core/monitoring/resource_monitor.py,54,attribute_reassignment_on_import,psutil,False,True,override third-party behavior,    psutil = _PsutilShim()  # type: ignore
agents/core/monitoring/exporter.py,33,attribute_reassignment_on_import,ledger,False,True,override third-party behavior,    HashChainLedger = None  # type: ignore
agents/core/monitoring/visualization/__init__.py,48,attribute_reassignment_on_import,dashboard,False,True,override third-party behavior,    DashboardGenerator = None  # type: ignore[assignment]
agents/core/monitoring/visualization/__init__.py,49,attribute_reassignment_on_import,dashboard,False,True,override third-party behavior,    get_dashboard_generator = None  # type: ignore[assignment]
agents/core/monitoring/visualization/__init__.py,50,attribute_reassignment_on_import,dashboard,False,True,override third-party behavior,    initialize_dashboard_generator = None  # type: ignore[assignment]
agents/core/monitoring/collectors/default.py,47,attribute_reassignment_on_import,system_power,False,True,override third-party behavior,    SystemPowerCollector = None  # type: ignore
agents/core/monitoring/metrics_storage/database_metrics_storage.py,49,attribute_reassignment_on_import,query,False,True,override third-party behavior,    QueryFilters = None  # type: ignore
agents/core/monitoring/metrics_storage/database_metrics_storage.py,70,attribute_reassignment_on_import,storage,False,True,override third-party behavior,    add_pagination_by_timestamp = None  # type: ignore
agents/core/monitoring/metrics_storage/database_metrics_storage.py,71,attribute_reassignment_on_import,storage,False,True,override third-party behavior,    QueryPerfTracker = None  # type: ignore
agents/core/monitoring/metrics_storage/database_metrics_storage.py,72,attribute_reassignment_on_import,storage,False,True,override third-party behavior,    runtime_analyzer = None  # type: ignore
agents/core/monitoring/metrics_storage/database_metrics_storage.py,73,attribute_reassignment_on_import,storage,False,True,override third-party behavior,    create_cache = None  # type: ignore
agents/core/monitoring/metrics_storage/database_metrics_storage.py,74,attribute_reassignment_on_import,storage,False,True,override third-party behavior,    runtime_apply_opts = None  # type: ignore
agents/core/monitoring/metrics_storage/database_metrics_storage.py,94,attribute_reassignment_on_import,db_storage,False,True,override third-party behavior,        QueryBuilder = None
agents/core/monitoring/metrics_storage/database_metrics_storage.py,100,attribute_reassignment_on_import,db_storage,False,True,override third-party behavior,    BaseDatabaseStorage = None  # type: ignore
agents/core/monitoring/metrics_storage/database_metrics_storage.py,101,attribute_reassignment_on_import,db_storage,False,True,override third-party behavior,    TimeSeriesDatabaseMixin = None  # type: ignore
agents/core/monitoring/metrics_storage/database_metrics_storage.py,102,attribute_reassignment_on_import,db_storage,False,True,override third-party behavior,    ModelMetricsDatabaseMixin = None  # type: ignore
agents/core/monitoring/metrics_storage/database_metrics_storage.py,103,attribute_reassignment_on_import,db_storage,False,True,override third-party behavior,    ResourceMetricsDatabaseMixin = None  # type: ignore
agents/core/monitoring/metrics_storage/database_metrics_storage.py,104,attribute_reassignment_on_import,db_storage,False,True,override third-party behavior,    ErrorMetricsDatabaseMixin = None  # type: ignore
agents/core/monitoring/metrics_storage/database_metrics_storage.py,105,attribute_reassignment_on_import,db_storage,False,True,override third-party behavior,    QueryBuilder = None  # type: ignore
agents/core/monitoring/metrics_storage/base.py,1122,attribute_reassignment_on_import,time_series,False,True,override third-party behavior,    TimeSeriesPoint = TimeSeries = TimeSeriesCollection = None  # type: ignore
agents/core/monitoring/metrics_storage/base.py,1122,attribute_reassignment_on_import,time_series,False,True,override third-party behavior,    TimeSeriesPoint = TimeSeries = TimeSeriesCollection = None  # type: ignore
agents/core/monitoring/metrics_storage/base.py,1122,attribute_reassignment_on_import,time_series,False,True,override third-party behavior,    TimeSeriesPoint = TimeSeries = TimeSeriesCollection = None  # type: ignore
agents/core/monitoring/metrics_storage/__init__.py,23,attribute_reassignment_on_import,constants,False,True,override third-party behavior,    MetricType = StorageOperation = TimeGranularity = StorageFormat = None  # type: ignore
agents/core/monitoring/metrics_storage/__init__.py,23,attribute_reassignment_on_import,constants,False,True,override third-party behavior,    MetricType = StorageOperation = TimeGranularity = StorageFormat = None  # type: ignore
agents/core/monitoring/metrics_storage/__init__.py,23,attribute_reassignment_on_import,constants,False,True,override third-party behavior,    MetricType = StorageOperation = TimeGranularity = StorageFormat = None  # type: ignore
agents/core/monitoring/metrics_storage/__init__.py,23,attribute_reassignment_on_import,constants,False,True,override third-party behavior,    MetricType = StorageOperation = TimeGranularity = StorageFormat = None  # type: ignore
agents/core/monitoring/metrics_storage/backup/system_snapshots.py,35,attribute_reassignment_on_import,storage,False,True,override third-party behavior,    BackupStorage = Any  # type: ignore
agents/core/monitoring/metrics_storage/backup/system_snapshots.py,44,attribute_reassignment_on_import,ledger,False,True,override third-party behavior,    HashChainLedger = None  # type: ignore
agents/core/monitoring/metrics_storage/backup/system_snapshots.py,45,attribute_reassignment_on_import,ledger,False,True,override third-party behavior,"    LEDGER_FILENAME = ""ledger.log""  # type: ignore"
agents/core/monitoring/metrics_storage/backup/system_snapshots.py,294,attribute_reassignment_on_import,operations_mod,False,True,override third-party behavior,    BackupSchedule = None  # type: ignore
agents/core/monitoring/metrics_storage/backup/system_snapshots.py,295,attribute_reassignment_on_import,operations_mod,False,True,override third-party behavior,    add_backup_schedule = None  # type: ignore
agents/core/monitoring/metrics_storage/backup/system_snapshots.py,296,attribute_reassignment_on_import,operations_mod,False,True,override third-party behavior,    BackupFrequency = None  # type: ignore
agents/core/monitoring/metrics_storage/backup/operations_mod/core.py,15,attribute_reassignment_on_import,storage,False,True,override third-party behavior,    BackupStorage = None  # type: ignore
agents/core/monitoring/metrics_storage/backup/operations_mod/__init__.py,31,attribute_reassignment_on_import,storage,False,True,override third-party behavior,    BackupStorage = object  # type: ignore
agents/core/monitoring/metrics_storage/backup/restore_mod/manager.py,19,attribute_reassignment_on_import,storage,False,True,override third-party behavior,    BackupStorage = None  # type: ignore
agents/core/monitoring/metrics_storage/tests/backup/test_system_snapshot_schedule.py,16,attribute_reassignment_on_import,ledger,True,True,override third-party behavior,    HashChainLedger = None  # type: ignore
agents/core/monitoring/metrics_storage/tests/backup/test_step_a_matrix.py,17,attribute_reassignment_on_import,backup,True,True,override third-party behavior,    BackupStorage = object  # type: ignore
agents/core/monitoring/metrics_storage/tests/backup/test_step_a_matrix.py,26,attribute_reassignment_on_import,backup,True,True,override third-party behavior,    BackupOperations = object  # type: ignore
agents/core/monitoring/metrics_storage/tests/backup/test_step_a_matrix.py,31,attribute_reassignment_on_import,backup,True,True,override third-party behavior,    BackupVerifier = object  # type: ignore
agents/core/monitoring/metrics_storage/tests/backup/test_step_a_matrix.py,40,attribute_reassignment_on_import,backup,True,True,override third-party behavior,    RestoreManager = object  # type: ignore
agents/core/monitoring/metrics_storage/tests/backup/test_cli_run_due.py,13,attribute_reassignment_on_import,ledger,True,True,override third-party behavior,    HashChainLedger = None  # type: ignore
agents/core/monitoring/metrics_storage/storage/hybrid_storage/backend.py,29,attribute_reassignment_on_import,db_storage,False,True,override third-party behavior,    _orig_get_database_storage = None  # type: ignore
agents/core/monitoring/metrics_storage/storage/hybrid_storage/backend.py,30,attribute_reassignment_on_import,file_storage,False,True,override third-party behavior,    _orig_get_file_storage = None  # type: ignore
agents/core/monitoring/metrics_storage/cli/backup_commands.py,36,attribute_reassignment_on_import,backup,False,True,override third-party behavior,    create_system_snapshots = None  # type: ignore
agents/core/monitoring/metrics_storage/cli/backup_commands.py,37,attribute_reassignment_on_import,backup,False,True,override third-party behavior,    restore_metrics_db = None  # type: ignore
agents/core/monitoring/metrics_storage/cli/backup_commands.py,38,attribute_reassignment_on_import,backup,False,True,override third-party behavior,    restore_ledger = None  # type: ignore
agents/core/monitoring/metrics_storage/cli/backup_commands.py,39,attribute_reassignment_on_import,backup,False,True,override third-party behavior,    schedule_system_snapshots = None  # type: ignore
agents/core/monitoring/metrics_storage/cli/backup_commands.py,44,attribute_reassignment_on_import,ledger,False,True,override third-party behavior,    HashChainLedger = None  # type: ignore
agents/core/monitoring/metrics_storage/retention/scheduler.py,36,attribute_reassignment_on_import,jobs,False,True,override third-party behavior,JobBase = None
agents/interface/chainlit/widgets.py,42,attribute_reassignment_on_import,chainlit,False,True,override third-party behavior,    cl = _StubCL()  # type: ignore
agents/interface/chainlit/widget_helpers.py,39,attribute_reassignment_on_import,chainlit,False,True,override third-party behavior,    cl = _StubCL()  # type: ignore
agents/interface/chainlit/widget_helpers.py,50,attribute_reassignment_on_import,widgets,False,True,override third-party behavior,    _metrics_mod = None  # type: ignore
agents/interface/chainlit/ws_client.py,26,attribute_reassignment_on_import,websockets,False,True,override third-party behavior,    websockets = None  # will be monkeypatched in tests or resolved at runtime
agents/interface/chainlit/tests/conftest.py,88,sys_modules_assignment,sys,True,True,module injection/aliasing,"sys.modules[""chainlit""] = cl"
scripts/dep_hygiene_report.py,25,attribute_reassignment_on_import,tomllib,False,True,override third-party behavior,    tomllib = None  # type: ignore
scripts/memory_review.py,10,global_env_mutation,os,False,True,unspecified monkey patch,"os.environ[""CUDA_VISIBLE_DEVICES""] = """""
scripts/memory_review.py,11,global_env_mutation,os,False,True,unspecified monkey patch,"os.environ[""TORCH_DEVICE""] = ""cpu"""
scripts/maintenance_orchestrator.py,54,attribute_reassignment_on_import,apscheduler,False,True,override third-party behavior,        CronTrigger = None  # type: ignore
scripts/maintenance_orchestrator.py,56,attribute_reassignment_on_import,apscheduler,False,True,override third-party behavior,    BackgroundScheduler = None  # type: ignore
scripts/maintenance_orchestrator.py,57,attribute_reassignment_on_import,apscheduler,False,True,override third-party behavior,    IntervalTrigger = None  # type: ignore
scripts/maintenance_orchestrator.py,58,attribute_reassignment_on_import,apscheduler,False,True,override third-party behavior,    CronTrigger = None  # type: ignore
mrp/memory_lookup.py,12,global_env_mutation,os,False,True,unspecified monkey patch,"os.environ[""CUDA_VISIBLE_DEVICES""] = """""
mrp/memory_lookup.py,13,global_env_mutation,os,False,True,unspecified monkey patch,"os.environ[""TORCH_DEVICE""] = ""cpu"""
src/vision/gallery/others/plot_scripted_tensor_transforms.py,31,attribute_reassignment_on_import,sys,False,True,override third-party behavior,"sys.path += [""../transforms""]"
src/vision/gallery/others/plot_scripted_tensor_transforms.py,31,import_time_side_effect,sys,False,True,import-time behavior override,"sys.path += [""../transforms""]"
src/vision/test/test_transforms_video.py,13,attribute_reassignment_on_import,scipy,False,True,override third-party behavior,    stats = None
src/vision/test/test_image.py,47,attribute_reassignment_on_import,PIL,False,True,override third-party behavior,"PILLOW_VERSION = tuple(int(x) for x in PILLOW_VERSION.split("".""))"
src/vision/test/test_utils.py,17,attribute_reassignment_on_import,PIL,False,True,override third-party behavior,"PILLOW_VERSION = tuple(int(x) for x in PILLOW_VERSION.split("".""))"
src/vision/test/test_io.py,18,attribute_reassignment_on_import,av,False,True,override third-party behavior,    av = None
src/vision/test/test_videoapi.py,24,attribute_reassignment_on_import,av,False,True,override third-party behavior,    av = None
src/vision/test/test_video_reader.py,22,attribute_reassignment_on_import,av,False,True,override third-party behavior,    av = None
src/vision/test/test_transforms.py,21,attribute_reassignment_on_import,accimage,False,True,override third-party behavior,    accimage = None
src/vision/test/test_transforms.py,26,attribute_reassignment_on_import,scipy,False,True,override third-party behavior,    stats = None
src/vision/test/test_datasets_download.py,45,attribute_reassignment_on_import,urllib,False,True,override third-party behavior,urlopen = limit_requests_per_time()(urlopen)
src/vision/test/test_datasets_download.py,76,attribute_reassignment_on_import,urllib,False,True,override third-party behavior,urlopen = resolve_redirects()(urlopen)
src/vision/test/test_video_gpu_decoder.py,12,attribute_reassignment_on_import,av,False,True,override third-party behavior,    av = None
src/vision/docs/source/conf.py,65,attribute_reassignment_on_import,sphinx_gallery,False,True,override third-party behavior,"gen_rst.EXAMPLE_HEADER = """""""
src/vision/docs/source/conf.py,65,import_time_side_effect,sphinx_gallery,False,True,import-time behavior override,"gen_rst.EXAMPLE_HEADER = """""""
src/vision/docs/source/conf.py,328,attribute_reassignment_on_import,sphinx,False,True,override third-party behavior,TypedField.make_field = patched_make_field
src/vision/torchvision/transforms/_functional_pil.py,14,attribute_reassignment_on_import,accimage,False,True,override third-party behavior,    accimage = None
src/vision/torchvision/transforms/transforms.py,13,attribute_reassignment_on_import,accimage,False,True,override third-party behavior,    accimage = None
src/vision/torchvision/transforms/functional.py,17,attribute_reassignment_on_import,accimage,False,True,override third-party behavior,    accimage = None
src/vision/torchvision/io/__init__.py,4,attribute_reassignment_on_import,_load_gpu_decoder,False,True,override third-party behavior,    _HAS_GPU_VIDEO_DECODER = False
src/vision/torchvision/io/video.py,21,attribute_reassignment_on_import,av,False,True,override third-party behavior,        av = ImportError(
src/vision/torchvision/io/video.py,35,attribute_reassignment_on_import,av,False,True,override third-party behavior,    av = ImportError(
src/vision/torchvision/io/video_reader.py,28,attribute_reassignment_on_import,av,False,True,override third-party behavior,        av = ImportError(
src/vision/torchvision/io/video_reader.py,38,attribute_reassignment_on_import,av,False,True,override third-party behavior,    av = ImportError(
src/vision/.github/scripts/run-clang-format.py,48,attribute_reassignment_on_import,subprocess,False,True,override third-party behavior,"    DEVNULL = open(os.devnull, ""wb"")"
src/audio/docs/source/conf.py,364,attribute_reassignment_on_import,sphinx,False,True,override third-party behavior,TypedField.make_field = patched_make_field
src/audio/src/torchaudio/models/decoder/_ctc_decoder.py,57,attribute_reassignment_on_import,flashlight,False,True,override third-party behavior,        _KenLM = None
